piece_seq,frame,piece_id,row,col,rotation,leftmost_col,col_h_0,col_h_1,col_h_2,col_h_3,col_h_4,col_h_5,col_h_6,col_h_7,col_h_8,col_h_9,locked,lines_cleared
0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13,2,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14,2,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,15,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,1,5,1,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,2,5,2,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,3,5,3,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,4,5,4,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,5,5,5,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,6,5,6,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,7,5,6,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
1,8,5,7,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
1,9,5,8,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
1,10,5,9,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
1,11,5,10,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
1,12,5,10,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0
1,13,5,11,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0
1,14,5,12,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0
1,15,5,13,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0
1,16,5,14,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0
1,17,5,14,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0
1,18,5,15,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0
1,19,5,16,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0
1,20,5,16,6,2,5,3,1,0,0,0,0,0,0,0,0,0,0
1,21,5,17,6,2,5,3,1,0,0,0,0,0,0,0,0,0,0
1,22,5,18,6,2,5,3,1,0,0,0,0,0,0,0,0,0,0
1,23,5,18,7,2,6,3,1,0,0,0,0,0,0,0,0,0,0
1,24,5,19,7,2,6,3,1,0,0,0,0,0,0,0,0,0,0
1,25,5,19,8,2,7,3,1,0,0,0,0,0,0,0,0,0,0
1,26,5,19,8,2,7,3,1,0,0,0,0,0,0,0,0,1,0
2,0,4,0,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,1,4,1,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,2,4,2,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,3,4,3,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,4,4,4,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,5,4,5,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,6,4,6,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,7,4,7,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,8,4,8,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,9,4,9,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,10,4,10,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,11,4,11,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
2,12,4,12,4,0,4,3,1,0,0,0,0,0,2,2,1,0,0
