piece_seq,frame,piece_id,row,col,rotation,leftmost_col,col_h_0,col_h_1,col_h_2,col_h_3,col_h_4,col_h_5,col_h_6,col_h_7,col_h_8,col_h_9,locked,lines_cleared
0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,2,4,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,6,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,7,4,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,9,4,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,10,4,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,11,4,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,12,4,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,13,4,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,14,4,14,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,15,4,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,16,4,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,17,4,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,18,4,18,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,19,4,18,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,1,2,1,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,2,2,2,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,3,2,3,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,4,2,4,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,5,2,5,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,6,2,6,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,7,2,7,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,8,2,8,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,9,2,9,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,10,2,10,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,11,2,11,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,12,2,12,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,13,2,13,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,14,2,14,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,15,2,15,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,16,2,16,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,17,2,17,4,0,3,0,0,0,0,2,2,0,0,0,0,0,0
1,18,2,17,4,0,3,0,0,0,0,2,2,0,0,0,0,1,0
2,0,5,0,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,1,5,1,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,2,5,2,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,3,5,3,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,4,5,4,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,5,5,5,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,6,5,6,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,7,5,7,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,8,5,8,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,9,5,9,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,10,5,10,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,11,5,11,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,12,5,12,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,13,5,13,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,14,5,14,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,15,5,15,4,0,3,0,0,0,3,3,3,0,0,0,0,0,0
2,16,5,15,4,0,3,0,0,0,3,3,3,0,0,0,0,1,0
3,0,1,0,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,1,1,1,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,2,1,2,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,3,1,3,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,4,1,4,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,5,1,5,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,6,1,6,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,7,1,7,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,8,1,8,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,9,1,9,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,10,1,10,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,11,1,11,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,12,1,12,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,13,1,13,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,14,1,14,4,0,3,0,0,0,4,5,5,0,0,0,0,0,0
3,15,1,14,4,0,3,0,0,0,4,5,5,0,0,0,0,1,0
4,0,7,0,4,0,3,0,0,0,6,6,6,6,0,0,0,0,0
