piece_seq,frame,piece_id,row,col,rotation,leftmost_col,col_h_0,col_h_1,col_h_2,col_h_3,col_h_4,col_h_5,col_h_6,col_h_7,col_h_8,col_h_9,locked,lines_cleared
0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,8,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2,9,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,11,2,10,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0,12,2,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,13,2,11,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,14,2,12,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,15,2,12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,16,2,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,17,2,14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,18,2,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20,2,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,21,2,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,22,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,1,3,1,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,2,3,2,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,3,3,3,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,4,3,3,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0
1,5,3,4,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0
1,6,3,5,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0
1,7,3,5,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,8,3,6,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,9,3,7,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,10,3,8,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,11,3,9,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,12,3,10,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0
1,13,3,10,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0
1,14,3,11,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0
1,15,3,12,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0
1,16,3,12,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0
1,17,3,13,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0
1,18,3,14,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0
1,19,3,14,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1,20,3,15,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1,21,3,16,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1,22,3,16,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0
2,0,7,0,4,0,3,4,4,4,0,0,0,0,0,0,0,0,0
2,1,7,1,4,0,3,4,4,4,0,0,0,0,0,0,0,0,0
2,2,7,2,4,0,3,4,4,4,0,0,0,0,0,0,0,0,0
2,3,7,2,5,0,4,4,4,4,0,0,0,0,0,0,0,0,0
2,4,7,3,5,0,4,4,4,4,0,0,0,0,0,0,0,0,0
2,5,7,4,5,0,4,4,4,4,0,0,0,0,0,0,0,0,0
2,6,7,5,5,0,4,4,4,4,0,0,0,0,0,0,0,0,0
2,7,7,5,5,1,5,4,4,4,0,0,0,0,0,0,0,0,0
2,8,7,6,5,1,5,4,4,4,0,0,0,0,0,0,0,0,0
2,9,7,7,5,1,5,4,4,4,0,0,0,0,0,0,0,0,0
2,10,7,8,5,1,5,4,4,4,0,0,0,0,0,0,0,0,0
2,11,7,8,5,2,4,4,4,4,0,0,0,0,0,0,0,0,0
2,12,7,9,5,2,4,4,4,4,0,0,0,0,0,0,0,0,0
2,13,7,10,5,2,4,4,4,4,0,0,0,0,0,0,0,0,0
2,14,7,10,6,2,5,4,4,4,0,0,0,0,0,0,0,0,0
2,15,7,11,6,2,5,4,4,4,0,0,0,0,0,0,0,0,0
2,16,7,12,6,2,5,4,4,4,0,0,0,0,0,0,0,0,0
