piece_seq,frame,piece_id,row,col,rotation,leftmost_col,col_h_0,col_h_1,col_h_2,col_h_3,col_h_4,col_h_5,col_h_6,col_h_7,col_h_8,col_h_9,locked,lines_cleared
0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,2,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,4,5,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,7,5,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,9,5,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,5,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,5,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,5,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,5,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,5,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,5,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,5,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,5,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
