piece_seq,frame,piece_id,row,col,rotation,leftmost_col,col_h_0,col_h_1,col_h_2,col_h_3,col_h_4,col_h_5,col_h_6,col_h_7,col_h_8,col_h_9,locked,lines_cleared
0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,2,4,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,6,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,7,4,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,9,4,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,10,4,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,11,4,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,12,4,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,13,4,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,14,4,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,15,4,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,16,4,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,17,4,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,18,4,15,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,19,4,16,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,20,4,16,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,21,4,17,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,22,4,18,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,23,4,18,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,1,1,1,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,2,1,2,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,3,1,3,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,4,1,4,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,5,1,5,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,6,1,6,4,0,3,0,0,0,0,0,0,0,0,2,2,0,0
1,7,1,6,3,0,2,0,0,0,0,0,0,0,0,2,2,0,0
1,8,1,7,3,0,2,0,0,0,0,0,0,0,0,2,2,0,0
1,9,1,8,3,0,2,0,0,0,0,0,0,0,0,2,2,0,0
1,10,1,8,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0
1,11,1,9,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0
1,12,1,10,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0
1,13,1,11,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0
1,14,1,12,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0
1,15,1,12,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,16,1,13,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,17,1,14,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,18,1,15,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,19,1,16,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,20,1,17,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,21,1,18,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,22,1,19,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1,23,1,19,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0
2,0,3,0,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,1,3,1,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,2,3,2,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,3,3,3,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,4,3,4,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,5,3,5,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,6,3,6,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,7,3,7,4,0,3,1,1,1,1,0,0,0,0,2,2,0,0
2,8,3,7,5,0,4,1,1,1,1,0,0,0,0,2,2,0,0
2,9,3,8,5,0,4,1,1,1,1,0,0,0,0,2,2,0,0
2,10,3,9,5,0,4,1,1,1,1,0,0,0,0,2,2,0,0
2,11,3,9,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,12,3,10,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,13,3,11,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,14,3,12,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,15,3,13,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,16,3,14,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,17,3,15,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,18,3,16,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,19,3,17,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,20,3,18,6,0,5,1,1,1,1,0,0,0,0,2,2,0,0
2,21,3,18,6,0,5,1,1,1,1,0,0,0,0,2,2,1,0
3,0,6,0,4,0,3,1,1,1,1,0,2,2,2,2,2,0,0
3,1,6,1,4,0,3,1,1,1,1,0,2,2,2,2,2,0,0
3,2,6,2,4,0,3,1,1,1,1,0,2,2,2,2,2,0,0
